event_id,session_id,page_url,created_at,event_type,user,order,product
3674eaa5-e3a4-4634-aa56-d85162ac36da,a646b9aa-0044-4fbd-8bae-a1018f5d4ace,https://greenery.com/shipping/8329a65b-7ddf-4250-aeee-bd625f8a401a,2021-02-12T02:30:34Z,package_shipped,b3367c91-53bd-4aac-ab6d-0a596fe382c2,8329a65b-7ddf-4250-aeee-bd625f8a401a,
f52c9fb9-d34e-4fa8-8b0a-2cb048f9dd33,676a9dc4-308b-4fb1-99ea-7ddc94381666,https://greenery.com/shipping/55164b42-78d3-4c4e-9dd3-cce61b956403,2021-02-12T02:35:14Z,package_shipped,aa2bd310-8be1-4b6c-a852-2789d8652ac7,55164b42-78d3-4c4e-9dd3-cce61b956403,
31d832cd-1a29-46e2-b95f-f1100f3bdd00,91f53c88-505f-4167-81d7-bcadf0cc1a5f,https://greenery.com/shipping/dbfaf983-63e8-4246-899b-f0689e54ea56,2021-02-12T02:21:38Z,package_shipped,f47ac0f5-2afa-4e71-8328-bd881947159b,dbfaf983-63e8-4246-899b-f0689e54ea56,
9d8857f9-eb74-4184-9238-9dacd82f3362,4c4916fe-815c-484e-98ca-ade88930ba88,https://greenery.com/shipping/4eae9c6e-4c96-430f-b103-21203c72064f,2021-02-12T00:50:51Z,package_shipped,707a74bd-593f-4bdc-85e3-b8ff6b538399,4eae9c6e-4c96-430f-b103-21203c72064f,
e760822d-e3d5-4322-a55a-57c620665fcd,10f2601f-e264-4624-933d-3094668f6fbe,https://greenery.com/shipping/e2b27601-37f6-413d-9377-ed9a3a8a5ac8,2021-02-12T06:55:16Z,package_shipped,6cf2751f-d815-4fbc-b04a-245c1301574c,e2b27601-37f6-413d-9377-ed9a3a8a5ac8,
1bdf1fca-38d4-4d99-a11d-e046c9a598a2,44fbb303-c159-458d-8fb2-baae0a5df657,https://greenery.com/shipping/e86dab74-f840-482c-b833-0e60b4e58a27,2021-02-12T06:49:14Z,package_shipped,bf7367be-d029-4255-81a1-3a295eeb9c56,e86dab74-f840-482c-b833-0e60b4e58a27,
50ad1e26-9558-4f07-b164-bdce2bcce5c0,b803482d-9fc2-438e-9b88-07b62f792dec,https://greenery.com/shipping/0b43de27-5e08-4c20-a21d-44e786835265,2021-02-12T07:11:42Z,package_shipped,4d3c9f53-0667-4a80-8259-12200fe75761,0b43de27-5e08-4c20-a21d-44e786835265,
7871bcfa-dd7b-48f1-8afa-671cfdd074d2,1e2e0ecb-4c5c-44a0-b296-55b484ec6b62,https://greenery.com/shipping/c5a71045-9dfe-4345-8021-200a01481367,2021-02-12T04:48:34Z,package_shipped,6875a4d9-cdc6-43bc-a700-f6916e049e46,c5a71045-9dfe-4345-8021-200a01481367,
e75dd342-4bb5-4df0-bfb6-1d2ad9cd783d,3896e8f9-f36d-4e7d-89d1-aa03118459c9,https://greenery.com/shipping/eb047506-bf59-4d29-b134-6a9d80235f3f,2021-02-12T02:46:38Z,package_shipped,58367695-0c22-415d-9704-bd8f73bb2e8f,eb047506-bf59-4d29-b134-6a9d80235f3f,
04954377-90e4-49c3-9322-b6ddd996f617,cfdef4bb-624c-419c-b1b2-95f05bf443e1,https://greenery.com/shipping/915a50e8-2ca3-434b-aacb-7d633ba1bef1,2021-02-12T02:34:16Z,package_shipped,ee92f1cf-3bcf-4cea-a8d4-ac5ce812de46,915a50e8-2ca3-434b-aacb-7d633ba1bef1,
92c46399-a007-4851-a533-156c0badcc73,7a5ef321-bd67-4172-b021-6c1ce4829c71,https://greenery.com/shipping/b10167f6-1753-4208-b79b-cba9ace4b6be,2021-02-12T04:01:26Z,package_shipped,51d453ca-8147-49eb-a874-8139855727e7,b10167f6-1753-4208-b79b-cba9ace4b6be,
eb203ead-36bb-4ea5-a14f-891e2110c4f3,8b1bb298-1fcd-4f05-be54-8706cee9c6b3,https://greenery.com/shipping/af1c67f7-bbde-4f2f-99d0-2e19242141c2,2021-02-12T04:51:46Z,package_shipped,e0d9d6a2-d95a-4c56-b2df-654eca4d3bae,af1c67f7-bbde-4f2f-99d0-2e19242141c2,
4fa387ac-e0d5-478b-ab70-55014e11d0b3,6726deaf-6ead-48f7-9666-5ec724b6fd81,https://greenery.com/shipping/d01dd09a-42bf-4987-af15-960fda67b02a,2021-02-12T06:10:31Z,package_shipped,78955b0f-6e77-44d6-89b5-18097afb0580,d01dd09a-42bf-4987-af15-960fda67b02a,
02313608-5daa-468f-964c-ff498dbd3a6e,72adb2ac-a3de-4523-8fbb-51e1743100a2,https://greenery.com/shipping/333db7e3-aba5-4988-b61f-ced40037b5c8,2021-02-12T02:01:25Z,package_shipped,6d37adeb-4c53-4167-b170-c89e4bd1764a,333db7e3-aba5-4988-b61f-ced40037b5c8,
82e93b4a-589d-40aa-b4a8-8e9f0bf7f9b9,9d39b266-cd88-4ce5-9104-8c4e94dd28c2,https://greenery.com/shipping/4fe7882d-a063-4afc-95c5-a80430305a22,2021-02-12T01:12:05Z,package_shipped,79bdfd27-a0a7-4e4f-9d75-0c12c72ce7f1,4fe7882d-a063-4afc-95c5-a80430305a22,
d547d25e-de73-445d-bfe6-3d470ddcddf7,bfc8a670-0e12-4d26-bb8b-32f700748703,https://greenery.com/shipping/c08e2beb-24ee-4915-8668-dabe2306c6ca,2021-02-12T03:43:50Z,package_shipped,5943d612-56e1-449a-b891-c501bcea5c34,c08e2beb-24ee-4915-8668-dabe2306c6ca,
94634c8d-66c3-4b4c-8cf6-319da818d0b3,55991d91-8403-48dc-8f34-0b814f620542,https://greenery.com/shipping/912c0b79-532d-4710-bf23-0f9e227b5864,2021-02-12T04:39:37Z,package_shipped,e93257ac-2915-409b-a527-f8d5a089f155,912c0b79-532d-4710-bf23-0f9e227b5864,
12480140-92f2-4760-8fe6-6af08d152f61,5a17d8e1-efef-4cd1-9284-c4aa816633a8,https://greenery.com/shipping/0322c87a-dccc-4c1d-a639-2404c00c7871,2021-02-12T01:45:41Z,package_shipped,44b36e47-f501-4328-9df5-927222167a3d,0322c87a-dccc-4c1d-a639-2404c00c7871,
e84cf435-9287-45f0-bfa5-661d58503872,78b84b7e-174c-4a37-b52c-1b187254dfb4,https://greenery.com/shipping/7db78274-d998-408b-9c97-83f22373c9ea,2021-02-12T03:19:45Z,package_shipped,baaf00b6-da56-44af-8c70-97269472e6f3,7db78274-d998-408b-9c97-83f22373c9ea,
20854ea9-c20a-4028-9ba1-21d1f05dfb2d,61416d34-cb37-438b-ac6a-a4c82abbbdec,https://greenery.com/shipping/ba6390f1-e352-4fd5-9f1e-b350214c4124,2021-02-12T00:39:27Z,package_shipped,7f89df2d-6f1e-4f67-83a1-40d2b8ec56b0,ba6390f1-e352-4fd5-9f1e-b350214c4124,
ceea82d7-feb5-4605-ac79-c7e9196e640c,d28788e0-6772-4eed-9e01-6f90b7695359,https://greenery.com/shipping/0db4263a-5b43-488c-b9d8-9592c9f4d549,2021-02-12T04:11:38Z,package_shipped,edbbae4b-6354-4a0b-9d43-d74c3f67b5de,0db4263a-5b43-488c-b9d8-9592c9f4d549,
e94f2210-71cd-426e-a5b0-6e431c5fb8b4,715a5c3b-cdbb-462d-9fb1-dc4da5fef4ef,https://greenery.com/shipping/b15964ec-1e59-4258-9ecb-bcaac33cd071,2021-02-12T04:42:05Z,package_shipped,4340de09-99b5-451b-ada3-168228a08cf9,b15964ec-1e59-4258-9ecb-bcaac33cd071,
9475778b-294f-48d4-a0ec-77a645394159,4a126d31-233f-48ce-8786-9fb32edf3d35,https://greenery.com/shipping/e2c5c29c-2e3c-4e56-9db0-98f13c20b59d,2021-02-12T06:21:21Z,package_shipped,eafe1c71-6ae0-4add-b9d9-34d9c5d00c50,e2c5c29c-2e3c-4e56-9db0-98f13c20b59d,
5f1c122f-61d2-4bce-b9ec-367484a7f7e6,13d97195-02aa-4e6f-a8cf-a41af7800202,https://greenery.com/shipping/f47e999f-0933-4903-bd76-2154b7fdc18c,2021-02-12T02:00:16Z,package_shipped,e09e27fe-72e3-4359-809e-43acf4976f55,f47e999f-0933-4903-bd76-2154b7fdc18c,
56a6642c-f863-40cc-a6b6-fb75d4e61e38,ea02f728-a790-4266-8d1c-57c483ff3304,https://greenery.com/shipping/4c128667-aa7c-41be-b9dd-bb5a1164e6f0,2021-02-12T01:30:04Z,package_shipped,2c696f6a-3988-4cdb-a9a0-5c464e2ce19a,4c128667-aa7c-41be-b9dd-bb5a1164e6f0,
4a4048ed-140b-4d13-a390-3f84f21a4281,bf482dcc-9dd8-451e-bd2b-e38027dbe283,https://greenery.com/shipping/d6c0fab7-7510-49cc-bd20-c4d139cc63b7,2021-02-12T07:34:48Z,package_shipped,4dae48a6-8206-46eb-b629-fec4a99306ec,d6c0fab7-7510-49cc-bd20-c4d139cc63b7,
1e787e7c-5922-434e-9550-8bf4a90cf80e,a2bb0a6d-7c29-4b57-b792-4d8b6ca02b5a,https://greenery.com/shipping/82e2a7d2-d8c2-4b37-9f18-bba82f31c5b2,2021-02-12T02:24:19Z,package_shipped,bf7367be-d029-4255-81a1-3a295eeb9c56,82e2a7d2-d8c2-4b37-9f18-bba82f31c5b2,
3a61f995-c0d1-4a53-9049-fe3bac67b0f4,ffcef5b1-d89d-4974-bb7c-163a4a61a9d9,https://greenery.com/shipping/9e4f5468-05ff-4dd3-af20-fcd8c4730ab5,2021-02-12T01:10:35Z,package_shipped,6875a4d9-cdc6-43bc-a700-f6916e049e46,9e4f5468-05ff-4dd3-af20-fcd8c4730ab5,
ccc2772e-28ea-4912-ae00-610bb1475b34,b19a3dd8-55a7-4447-93c7-8f8cfb63cefd,https://greenery.com/shipping/3ca15482-7645-4af2-bb53-7a853432a492,2021-02-12T03:42:32Z,package_shipped,1df78ad9-9493-4ce9-b1ad-776f26650417,3ca15482-7645-4af2-bb53-7a853432a492,
d8e16d22-6318-4646-9f86-e23bd6d12237,1bae4a48-3c01-48ad-80a7-5d6973e4a20f,https://greenery.com/shipping/32bd64c8-5e08-472f-b41e-f8af1d345763,2021-02-12T02:36:55Z,package_shipped,ac8cea7f-30b1-498d-8baa-d5ea2b32d138,32bd64c8-5e08-472f-b41e-f8af1d345763,
53055cf7-41fc-425f-af37-fdd2737fe2a8,275c03ab-9964-4ae2-a2c2-b3e6616f43ca,https://greenery.com/shipping/fc78eeaa-1ffc-480d-910d-02b487109fa8,2021-02-12T06:20:51Z,package_shipped,6b116938-3785-4983-a5d7-33f6af32f0ba,fc78eeaa-1ffc-480d-910d-02b487109fa8,
5339c33c-9706-436a-8e68-c11d94bbfaff,cc368c7a-0754-47ad-9b0d-b1e88201a9fe,https://greenery.com/shipping/2a4ce69d-8db6-48d7-b48f-719d09b0b91f,2021-02-12T02:40:42Z,package_shipped,d78268b1-7168-49f4-8f6f-db436afb5a6f,2a4ce69d-8db6-48d7-b48f-719d09b0b91f,
3643c8e1-1376-409f-86e0-8a48280305fb,bb40cd22-b3aa-431e-af50-d2726bfc45d0,https://greenery.com/shipping/4c19a2cf-ac71-4c7b-b629-b61373a75db6,2021-02-12T08:55:36Z,package_shipped,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,4c19a2cf-ac71-4c7b-b629-b61373a75db6,
b8e52cf3-53a1-4048-b237-51aa1ff8cb10,c2b2a5e4-668c-4bdb-8a59-35e8740b930d,https://greenery.com/shipping/aab22458-eebe-4f90-b563-d1eda139e78d,2021-02-12T03:04:02Z,package_shipped,2bfd97fc-be3c-4137-8996-b44907a368d2,aab22458-eebe-4f90-b563-d1eda139e78d,
4b157836-acd3-45b4-b6dd-50087ea5d658,0fea0d24-4cdf-4a02-9687-be5ad124e305,https://greenery.com/shipping/8742e74e-c54e-4264-a3f2-7dd301072523,2021-02-12T03:27:17Z,package_shipped,bbe518c7-5ea8-444e-acef-6c18be8336bc,8742e74e-c54e-4264-a3f2-7dd301072523,
31087751-cac9-4fa8-bfe2-028197a05f23,32830332-1b9b-4ff4-a259-b7264b05f07a,https://greenery.com/shipping/d13a5859-35dd-4e23-9601-6bfef26a0ded,2021-02-12T05:41:54Z,package_shipped,8af678e5-c051-4ca2-88f3-4c903d77a3f6,d13a5859-35dd-4e23-9601-6bfef26a0ded,
8f6af4e1-8e67-478f-87ff-99762b405a2f,f96df1d0-beae-4a4b-bfa9-d625c3cd0002,https://greenery.com/shipping/e36cd6af-75e4-4182-8ce4-e3a5323bbf2b,2021-02-12T01:16:06Z,package_shipped,f37282a8-5c04-44bb-a9e6-fe9ed2eed6e2,e36cd6af-75e4-4182-8ce4-e3a5323bbf2b,
7feeb799-ab84-4443-b64e-b04949299e6f,ddc2c63a-ed68-41ef-8b19-a1b11bd01172,https://greenery.com/shipping/671aa103-6918-4d9a-89f6-3bd3861f4a9b,2021-02-12T04:31:13Z,package_shipped,5faf7aa9-ca1a-44b6-bc00-5954bc39cc91,671aa103-6918-4d9a-89f6-3bd3861f4a9b,
4d8487d2-ea3e-43c1-a7a2-9fa9bb90a640,93967959-10c8-476f-a9ee-ad026c742767,https://greenery.com/shipping/cec02b6d-c997-4cad-8ab8-141c7a30aaf0,2021-02-12T00:41:11Z,package_shipped,7091fe90-07da-424c-8da6-24e024503be2,cec02b6d-c997-4cad-8ab8-141c7a30aaf0,
5d1f3248-2cb5-4090-98c1-88f862c85273,4f3a47b9-e752-4a86-b8a0-b91047ec5c1a,https://greenery.com/shipping/29feab11-0894-43f4-bb2b-502453a49f23,2021-02-12T05:04:24Z,package_shipped,6cf2751f-d815-4fbc-b04a-245c1301574c,29feab11-0894-43f4-bb2b-502453a49f23,
de9ff348-4685-4f9e-a0c8-f38478d45086,aaf64d34-140b-4e8d-90e4-0bcf086e72d0,https://greenery.com/shipping/adfbf8f4-16df-4e8e-845c-1c1efa5f69d9,2021-02-12T01:01:30Z,package_shipped,b3367c91-53bd-4aac-ab6d-0a596fe382c2,adfbf8f4-16df-4e8e-845c-1c1efa5f69d9,
19841f07-7eae-428e-9c55-482ce18ce4e1,ffb20370-d7b4-47b2-b16e-9d268a16d687,https://greenery.com/shipping/6be78159-b492-4440-8bcb-950297636c0f,2021-02-12T05:12:33Z,package_shipped,489039b3-4092-4ed0-9065-b87573c26f21,6be78159-b492-4440-8bcb-950297636c0f,
17be65a6-c3ab-41dc-a8a9-bf7c00a50d87,be0ab0c2-12fe-436f-a46b-ad4b0b10e253,https://greenery.com/shipping/967f96c9-adcf-4304-9295-73a9766fe51f,2021-02-12T00:34:49Z,package_shipped,1fada2e4-1018-48f1-84dc-802dc99171fe,967f96c9-adcf-4304-9295-73a9766fe51f,
180fe178-46be-43e3-9a69-74839e8d84ba,544a6eb8-a90f-4872-a8c9-96868abc5ced,https://greenery.com/shipping/cad92df1-0b1a-4827-a1fc-f20cece591dd,2021-02-12T00:46:58Z,package_shipped,b8e0e25a-412e-4b8c-aaa2-eb1b46036424,cad92df1-0b1a-4827-a1fc-f20cece591dd,
dad5c72e-100e-4579-8373-a7a97b27c192,70b1ec8d-204e-4d68-aafa-74aa8a665452,https://greenery.com/shipping/1be71a60-1e61-4b97-aa13-1a6886f50ef3,2021-02-12T05:05:49Z,package_shipped,7be40e37-7a40-40ce-81c8-a5048c8befb1,1be71a60-1e61-4b97-aa13-1a6886f50ef3,
75cdea38-9129-4255-ab4f-84be13325b0f,2a1680d3-8aa6-45b6-a9c0-b119a4ed8427,https://greenery.com/shipping/dc3c0681-9e42-4041-a2eb-576324037da3,2021-02-12T03:50:46Z,package_shipped,e0d9d6a2-d95a-4c56-b2df-654eca4d3bae,dc3c0681-9e42-4041-a2eb-576324037da3,
